config_id,episode,n_capture,n_steps
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,1,1
put_back_0,202,37,374
put_back_0,353,2,11
put_back_0,152,49,621
put_back_0,202,38,375
put_back_0,302,30,411
put_back_0,353,3,16
put_back_0,2,32,390
put_back_0,152,50,631
put_back_0,302,31,418
put_back_0,152,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,253,5,46
put_back_0,153,0,0
put_back_0,153,0,0
put_back_0,153,1,1
put_back_0,253,6,48
put_back_0,353,4,26
put_back_0,402,40,541
put_back_0,2,33,401
put_back_0,202,39,395
put_back_0,103,2,24
put_back_0,253,7,56
put_back_0,302,32,429
put_back_0,452,33,473
put_back_0,53,2,48
put_back_0,302,33,431
put_back_0,2,34,408
put_back_0,103,3,28
put_back_0,202,40,400
put_back_0,202,42,403
put_back_0,253,8,65
put_back_0,53,3,58
put_back_0,452,34,484
put_back_0,53,4,63
put_back_0,2,35,423
put_back_0,53,5,65
put_back_0,103,4,43
put_back_0,353,5,54
put_back_0,402,41,568
put_back_0,153,2,33
put_back_0,202,43,418
put_back_0,402,42,569
put_back_0,452,35,496
put_back_0,302,34,455
put_back_0,253,9,85
put_back_0,153,3,41
put_back_0,353,6,64
put_back_0,2,36,437
put_back_0,452,36,505
put_back_0,103,5,58
put_back_0,402,43,581
put_back_0,2,37,440
put_back_0,2,38,445
put_back_0,402,44,587
put_back_0,103,6,67
put_back_0,353,7,76
put_back_0,2,39,452
put_back_0,402,45,595
put_back_0,202,44,445
